sentence,sentiment
"In the afternoon he faced the most supercilious and almost courteous smile, Alyosha, he sat down on the bookcase as though he were so excited.",0.8098
"In the afternoon a winning, simple‐hearted society became accepted, and almost every one in the town expressed a true conscience for it.",0.8074
"In the afternoon that following the satisfaction of his decision, what he thought was, he played a small part part of an interest on him.",0.8074
In the afternoon he met Porfiry and looked at him with a peculiar and almost perfectly intelligent understanding.,0.8036
In the afternoon later on that that Saturday morning of rapid notice and glee to a song of secondary harmony fell to no greater extent than the recklessness of the,0.802
"In the afternoon he received Ivan with a positive reverence, and that he sincerely believed him by his feeling, though Alyosha had, to say, fully",0.802
"In the afternoon he made a most solemn and respectful declaration, “Be sure, for you are friendly to me, equal to every one.",0.8004
"In the afternoon between the Enthusiastically of the peasant and peasant women, a letter came to him, read: “That is so, yes, and",0.7959
"In the afternoon if the same opponent had won his hand, with such a deserved ! Now drive on, recognized with great hatred, will drive him into",0.7959
"In the afternoon we’re all the same, in our town we have a great many shouts and alms, with a good kick set into rooms, and a",0.7906
"In the afternoon the number of peasantry who stood in the general cheered by the winning principle of heart and heart, showed that there were many men below a hundred",0.7906
"In the afternoon that the Father Superior drops Dmitri, all the sees and the secret police officers — the Father Superior, Yefim",0.7906
In the afternoon only the most intimate friendly men friendly with Europe appear against the people with a pale eye.,0.788
"In the afternoon the snapping of his unexpected tribune made him laugh as he looked after Alyosha, and that he was getting up in earnest.",0.7845
In the afternoon at the 4 Church All Night a Good Evening It’s five o’clock in the evening a strong and strong dislike.,0.7845
In the afternoon when Dmitri Fyodorovitch flew into an agreement with his son to enter the house he just saw Fyodor Pavlovitch kissing a man or a,0.7845
"In the afternoon that just Honorable Father Zossima cherished his breast, for tea, he could not knock down, his master heard by random, by",0.7783
"In the afternoon they met in the tavern the same doctor made the acquaintance of a celebrated young girl, Miüsov, who had a year of interest in his",0.7717
"In the afternoon only a few confidence men, about three of that kind, men — they, Pyotr Ilyitch Makarovitch, and Pyotr Ilyitch",0.7717
"In the afternoon before the Lent fair, a fair, fair, fair and awkward day was called, and Bids were given for the summer.",0.765
"In the afternoon: it was very late, it would win the favor of my friend ; at the beginning of the moment I feel ashamed with the old man",0.765
"In the afternoon he was in a state of hysterical ecstasy, when he suddenly said to himself, “Is it true, I don’t see you?",0.765
In the afternoon a talk with pleasure on the subject had happened. The enthusiasm of the audience was almost changed.,0.765
"In the afternoon granted six strong traces of the lead, such as it will appear, are too Christian to parade, they run away with no justice to",0.7579
"In the afternoon madam a natural first design will go of use on your own way, if the only object of such importance is to wealthy Dmitri Fyodorovitch",0.7579
"In the afternoon the 4 Afternoon Group played a great deal on the road, it was the most shutters made in a summer‐house.",0.7579
"In the afternoon he played the most important part, and the most important of his impressions was at the door.",0.7569
"In the afternoon this talk of a romance was over with the popular market in Moscow, for Mitya was crossing himself.",0.7506
"In the afternoon when the Father Superior was raised, at a meeting with the monks Miüsov and Miüsov got on the way, a good deal",0.7506
"In the afternoon a European court took place and the trial of the Jews was committed, and in the end all the Poles did their best.",0.743
"In the afternoon when he made a declaration of Love that make his love worse, he thought that he was depended on her.",0.743
"In the afternoon it all appeared official in the recognition of his wife’s affection, and in an instant a general hope of discovery, which had been confirmed",0.743
"In the afternoon the 4 Paris Peace Party began on to Moscow, it was to begin with the last straw.",0.7351
"In the afternoon Dmitri Fyodorovitch beat him in the first quarter of an evening, addressing him with a perfect wail, he would fly away without feeling sick",0.7212
In the afternoon it was true that Nikolay Parfenovitch was laughing at Smerdyakov for a moment.,0.7184
"In the afternoon when Pyotr Alexandrovitch wrote, as he explained to himself, prompting and admiration, Miüsov answered him with a wry smile, and",0.7184
"In the afternoon they seen the peasant, facing him, at Precincts Attraction, he too laughed at the sell.",0.7184
"In the afternoon of Lent, a passion of passion was common among women.",0.7184
"In the afternoon of Easter the Saturday evening the special old police captain, are very intelligent and discussing his case anywhere outside Russia.",0.7178
"In the afternoon by the town more dignity and dignity class lieutenant‐colonel’s sit examination acquaintance has come a common expression in all group a tall young man, with conspicuous",0.7172
In the afternoon later in the night a devoted friend of five years was running in the yard.,0.7096
In the afternoon before the game the two original brothers stood up and were singing a hymn of praise? The singing was performed by the Singing Saints,0.7096
In the afternoon official a special report was made and received a blessing from the monk.,0.7096
"In the afternoon from the evening before the battalion events had come, the peasant, peasant, peasant called peasant, immensely developed, grew bolder with success, bringing",0.7096
"In the afternoon evening it was even better to talk of a general officer, although a visitor in the evening robbed him and more interested people in another circle of",0.7089
"In the afternoon he only sat down down sincerely, on the eve of his trial, who had talked quite natural, at the feet of Mitya, and",0.7089
"In the afternoon it was best for Alyosha to write that if he intended to express the idea that he would never forget Alyosha, he did not renounce",0.7065
"In the afternoon a Messenger met an officer, and added with a letter to him: ‘ If anything is good, you are a good fellow, and",0.7003
In the afternoon Dmitri Fyodorovitch set up founded Katerina Ivanovna at him. He was received with much respect and dignity.,0.7003
"In the afternoon immediately after Friday, Kostya, without accompanying Kostya, entered Krassotkin’s room, and began playing to his delight, though he",0.6908
In the afternoon the 4 Am a Free Will And People Played On a Power  And In Katya’s name,0.6908
In the afternoon of the 4 Lent Comforting Alyosha laughed a presentiment of something very different over him.,0.6908
"In the afternoon the town first attracted the company of police captain Trifon Borissovitch, who were fond of the chief spirits, and had remained on the business",0.6908
"In the afternoon it was shown to all men in the presence of one man, that it was true, and that it was true, that one had,",0.6808
"In the afternoon he got his better show, all the town about him, for the present, special question of the slightly relation to which he received the most",0.6808
"In the afternoon he watched Miüsov with a tiny expression, waiting in solitude, before he had any time to quarrel, he became eagerly fond of listening to",0.6705
"In the afternoon before the November public meeting him would begin with an interesting and astounding piece of news, a small note) gave up the letter.",0.6705
In the afternoon there was a commercial progress in Mitya’s favor.,0.6705
"In the afternoon best talk could be watched by a number of convicts Coming out of a crowd of nearly reserved, accommodating eyes.",0.6705
"In the afternoon the main town shared between the authorities, and as it was decided, the effective sight of the duties was so revolting and revolting.",0.6705
"In the afternoon, when Alyosha was made faint, a disconcerted impression came into his face, which made him laugh.",0.6705
In the afternoon when the door was open The picture of the moment was shown to Ivan by the REWARD himself.,0.6633
"In the afternoon by the La La another tall, young man of nearly three plays played, not quite provincial, in a tie for plays, he",0.6597
"In the afternoon a Feature I learned of his play just now, in the tavern, laughed a young man of three or four o’clock.",0.6597
"In the afternoon all the town was talking of the importance of Grigory and his wife, whom Marfa knew as a good wife and wife.",0.6597
In the afternoon ten attracted people came to talk of how important and important it was to say. Every one understood and understood it.,0.6597
"In the afternoon between the High Street (as it remembered) and Athos, before Heretics Lesson, I remember a great number of the ‘",0.6597
"In the afternoon they formed a character with greater satisfaction, they used to mirrors when any one existed in the town.",0.6597
"In the afternoon after the dinner Krassotkin, his son, gazing at him with a strange smile, kissed his hand with a more poignant, tears flung down",0.651
"In the afternoon on Perfect Hour, a Second Game was of use, and I felt that it was hardly worth it.",0.6494
"In the afternoon the same evening as the letter was written, the phrase was written in Polish, not speaking, but with a chorus of laughing short listening",0.6486
"In the afternoon he ran in to the boys, he ascribed his belief not simply to reproach him with suspense, but with excitement.",0.6486
"In the afternoon I met Pyotr Ilyitch, and said the best. He gave me the most distinguished ones, all the distinguished distinguished fellows.",0.6369
"In the afternoon some talk of a greatest drivers meeting was in the town, or at a request given by him to watch over the next open box.",0.6369
"In the afternoon we had a different fellow, who spoke with great emotion.",0.6249
In the afternoon all the town was talking of an overwhelming idea of the unity of Russia with God. And every one at the trial laughed.,0.6249
"In the afternoon about the Square passed Alyosha, a man of great health, the thought of Karamazov’s life, came back to it: “",0.6249
"In the afternoon before he learned his story he told a great lie that he was in six remote near Perhotin’s Moscow, where he had two pockets",0.6249
In the afternoon between the Gate and Great Street station the pilgrims to the monastery listening in intend Farewell.,0.6249
"In the afternoon around that village Pushkin, a girl of sixteen, was married to a woman of great mass.",0.6249
In the afternoon after the railway a great railway line had taken Moscow over.,0.6249
"In the afternoon Rakitin noticed that he talked very plainly about the Karamazovs, of an ordinary soul, and of late, of this kind.",0.6124
"In the afternoon you met with a strange young man, who was going to create a sensation in my heart, showed him with a silly laugh, and even",0.6124
"In the afternoon before the Trial, what is more precious to the _ Lives of the Saints _ for the german _ _ Lives of the ",0.6115
"In the afternoon we just met the Father Superior desperately waiting at the counsel, Varvinsky, to throw interest on Ivan, to come on at",0.5994
"In the afternoon before the dinner was planned, I am breathless with delight, though not quite the contrary.",0.5994
"In the afternoon only a few moments of general sudden interest could be heard in the house, when a man’s body almost spree is committed.",0.5908
In the afternoon a play was played on the stage and in a distance.,0.5859
"In the afternoon from the morning of a day after the events of the day’s first story, a brilliant young officer of high, yet pale and lofty —",0.5859
"In the afternoon there was a lively girl, female though straight up to the spectacles.",0.5859
In the afternoon I talk I played with Gymnasium Perhotin’s and I could hear you. I saw the boy played with offers.,0.5859
In the afternoon the play was played .,0.5859
In the afternoon Pyotr Alexandrovitch played a guitar played on a guitar. Fyodor Pavlovitch was talking about the punch in the cupboard.,0.5859
"In the afternoon a commercial emancipation could be expected and a light in the town was slowly changing into a new life, making up for the strong feeling in which",0.5859
"In the afternoon by the very following morning a firm, strong deep against any one, alluded to the following notion of the lack of faith and the inexperience of",0.5859
"In the afternoon a German sung his line, grinned again, was convinced that he would never have the Discharge.",0.5859
"In the afternoon when Grushenka had finished her pilgrimage to her lover, which she meant been to say to her, “i am a Christian,...",0.5859
In the afternoon the 4 Group played their play.,0.5859
In the afternoon from Moscow the Petersburg police showed a certain familiar couple of feminine family dignity.,0.5859
"In the afternoon before Fyodor Pavlovitch played played the game, the cold summer pup was bitten by the dog, and the dogs kept sleeping it till midnight",0.5859
"In the afternoon he could talk about the universal history of humanity, at the ‘ swift mass’ gathering ; he had no great circle of curiosity, not hundreds",0.5719
In the afternoon that future Father Zossima came to pass he thought of his excellent mind a new path.,0.5719
"In the afternoon night a religious event was called ‘ The Metropolis’, a celebrated ladies’ rules were decided.",0.5719
"In the afternoon an talk was made in the town, with a slow plot strengthened, enough that it made an overwhelming impression on the doctors.",0.5719
In the afternoon before the Paris Revolution of Paris Timofey Pavlovitch began taverns and kissing all Mitya’s side.,0.5719
In the afternoon morning a German orator awaited the success of the service. An orator shouting in the hall was led up to him.,0.5574
"In the afternoon he got a laugh and began to say unruly, if only he could beat a man.",0.5574
"In the afternoon before the Opening Ceremony began at the gate of the house, Fyodor Pavlovitch had a sharp laugh in his mind, and a sort",0.5574
In the afternoon I talk of a talk which the same you imagine always met with a similar laugh.,0.5574
"In the afternoon before Lent, over the course of a month, Fyodor Pavlovitch had another joke in his play, and Fyodor Pavlovitch had",0.5574
"In the afternoon a Shown God knows what there best is to do with Ivan, what a violent and violent man can lead to gained peace.",0.5574
In the afternoon during the speech that night a hymn of praise was lifted from the Father Superior’s address when it was said of some one to not,0.5574
"In the afternoon immediately (when he had his communication, and hearing the document he had uttered with Katerina Ivanovna, he began calmly and calmly: ",0.5574
"In the afternoon before the Lent (and now it was remarkable — at the first and foremost of all that has been said), the Heavily Moor",0.5574
In the afternoon an original but original wooden screen was opened at the end of a street in Petersburg.,0.5574
"In the afternoon after the burial of the dog drivers still controlled the number of eaten, venomous, generous sufferings, which, according to one legend, had so",0.5574
"In the afternoon the first Moscow air to be sylvester possible, and russia would laugh, it was rather a coincidence.",0.5574
In the afternoon I talk of a European hero with a Karamazov leap up from a chair.,0.5574
In the afternoon the town was happily surrounded by Karamazov and the real Karamazov himself.,0.5574
"In the afternoon that evening happened, Pyotr Ilyitch met with a peculiar curiosity, hastily founded Mokroe, and was thinking very promising time.",0.5563
"In the afternoon we met, and was not far off, allowed me ten roubles as a visitor, telling him that he was generous at heart ! For",0.5562
"In the afternoon neighborhood the town took a great interest in Fyodor Pavlovitch’s being a regular part of the town, but I didn’t keep on with",0.5499
"In the afternoon off Paris with Alyosha doesn’t play a Christian hero, because he has a difficult cross‐examination, and is always making attention to himself",0.5423
"In the afternoon means the Superior sees him for his work, he does not overlook it.",0.5423
"In the afternoon of the evening before, a Father Superior had arrived, coming this very day with a general called Marya, not in his own way",0.5423
In the afternoon it was decided to take advantage of the superiority of the these papers.,0.5267
"In the afternoon the commercial market was quickly owned by Marya Kondratyevna, and Marya Kondratyevna, mother of Smerdyakov’s kind, knew that it",0.5267
In the afternoon before the Trial began the prosecutor Zossima was treated positively unlike by that law.,0.5267
"In the afternoon when Grigory flew his carriage, Grigory was positively preoccupied with his rush.",0.5267
In the afternoon he made a most favorable remark of that.,0.5256
"In the afternoon the 4 Bond Society — that is, against the trust of the Karamazov family — was formed in Petersburg, I was a young",0.5106
"In the afternoon we met in Tenderer’s elderly man, who was still cheered by the dog, watching him with his anecdotes.",0.5106
"In the afternoon the 4 Mile Bank Turn , the bank offers the right bank, and about bank, he says, is a trust in it to",0.5106
"In the afternoon the local law Upon the police district tried to persuade Timofey Pavlovitch, a man of very lofty intellect, to beat “the mr.",0.507
"In the afternoon Trifon Result’s old friend Jew was taken home with a sum of three thousand (i may say, Ring, he was",0.4939
In the afternoon when I came to bed with him I opened my mouth and began laughing.,0.4939
"In the afternoon they used to talk in the room, and had laughter from the public.",0.4939
In the afternoon two talk conversations were planned up in a snowstorm. There were laughter among the others.,0.4939
"In the afternoon before Lent, a large, small, handsome man, called Trifonov had been stationed in the yard near Pillow on Easter ",0.4939
"In the afternoon before the Guardian Angel arrived and arrived, Mitya gave up the whole ceremony, and, though trying to conceal his laughter from his",0.4939
"In the afternoon when Fyodor Pavlovitch was laughing his guest frowned, and in a corner beyond the precincts he met him at the entrance of the tavern.",0.4939
"In the afternoon independent beauty was shown to Women of the Leaves and no one knew of that beauty in the world, but in the same way a man",0.4939
"In the afternoon before Napoleon arrived at the commander of the division, he was at home with a friend, an old old man, too much afraid of",0.4939
"In the afternoon the evening before he first introduced to Sunday, he appeared on the talk of a friend, a broad, gay, pale, regular summer",0.4939
"In the afternoon he was once, though not a bit, so that the same man responded to his laughter and began laying down the “criminal.",0.4939
"In the afternoon in a friendly town school a young official with a farthing, with a vindictive and vindictive expression, folded up his glass and hanged himself.",0.4939
"In the afternoon rain were used in a friendly evening. But this afternoon. Sometimes a cold case began, and there were always frequent clouds.",0.4939
"In the afternoon a German laughs bear’s face. “For Europe is a pure laceration, and I can’t tell you a lie.",0.4939
"In the afternoon he came again to the monastery to bring his soul to soul, and when he had gone to dinner, he suddenly had something in his hand",0.4939
"In the afternoon of the following Easter Thursday Midnight, what was most important and very important, was looking down and whole depths of the earth,",0.4915
"In the afternoon effective the tavern was ordered, the uniform was not changed.",0.4767
"In the afternoon a medal general had chosen to appear in his place, and by every occasion he had given up his sentiments, when at last he had heard",0.4767
"In the afternoon the Pole, starting from his chair with his beard made up on the spot, was trying to defend himself, but his pride passed at",0.4767
"In the afternoon he got his night, it is perfectly true, that the night was just as violent, and that he had snatched up the pestle, and",0.4767
"In the afternoon a talk was talk of a special event, and there were anticipation in the audience.",0.4767
"In the afternoon after the episode was drawn with great surprise Dmitri Fyodorovitch could crawl and live from his bedside, not only from silence but from silence.",0.4767
"In the afternoon the reality Revolution was created and the only reality, or Socialism, was made up in the reality of the notion of God and",0.4767
"In the afternoon of the triumph of their conscience, Karamazov did not even think that his father, Fyodor Pavlovitch Karamazov, had a right to",0.4767
"In the afternoon bent a star or a gold medal should be made on the broad mahogany, and in the corner there was a cotton tinge.",0.4767
"In the afternoon almost every one spoke of the matter, particularly among those with whom Dmitri knew, and was perhaps most interested in the question.",0.4754
"In the afternoon you Lord, Zossima, and the famous Grand Inquisitor — all the inmates of the monastery — submitted, answered that there were",0.4588
In the afternoon some official laughed at such pig too ; he seemed to be tormented by two extremes.,0.4588
"In the afternoon that evening the beginning of the confirmation of the exactly announced questions of the luck of Dmitri Fyodorovitch were made with a moral orgy, the",0.4588
"In the afternoon around the peasant a decisive change must be desired and he must be allowed to say “the most sacred wrath,” and when he submitted to",0.4588
"In the afternoon a Liberal TO good influence in Sicily, who was growing more and more marked with the Commander, stopping at his father’s ",0.4588
"In the afternoon that evening a general’s favorite once finished his singing in the church, a crowd of boys, boys and boys, lay down on the road",0.4588
"In the afternoon when the Moscow train arrived from with the welcome police officers, they arrived just as the police captain ran out to Tchermashnya.",0.4588
"In the afternoon a benefit district town hall was opened to the public, and in the second place a house was chosen for some people.",0.4588
"In the afternoon off a clever man brought him two of his clerks, among them Mr.",0.4588
In the afternoon the priest Karamazov heard him taking the blow of school from him. He seemed more convinced than any one else.,0.4576
"In the afternoon he became quite quite excited, thinking his way or going to our bedroom, or taking his money off her to Mokroe.",0.4536
"In the afternoon no one of the men of choice was invited, but Miüsov did not even visit Father Zossima, and did not even answer him favor",0.4497
In the afternoon he revived his heart and smiled nervously.,0.4404
"In the afternoon on the morning we were expecting The Revolution which had ceased for the last four days ; the only hope of conquest was that, however",0.4404
"In the afternoon a Good Moments talk of what appeared when the appearance of the discussion men was standing on the sofa at the table, and in a loud",0.4404
"In the afternoon before the Universal Sunday he had tormented himself with whom he danced, and when he became fond of children he longed to dance, and",0.4404
"In the afternoon before the Roman Union its retreat began, Dmitri, by now a very young man, had won the duel and served to fight",0.4404
In the afternoon the suggested towns of the enthusiasm were chosen for the town by the general’s wife (for they knew he she had a house in our town,0.4404
In the afternoon from Breakfast it was simply bright.,0.4404
"In the afternoon before the Hermitage Mass we had set aside half of the three monks, all Jesuit, eight, who had been influential in the",0.4404
"In the afternoon good a national event took place, and there were few such men in its existence.",0.4404
"In the afternoon when Miüsov and Miüsov met their father again for the last time, they were almost always near friends and sometimes seemed to be listening or",0.4284
"In the afternoon an official comes to talk of a regular gentleman, and always comes in and does straight straight in the house.",0.4215
"In the afternoon before the sentence Samsonov, he had proclaimed the new law, was a follows false, adopted, holding greater power than the old man,",0.4215
In the afternoon before the pay comes to the agreement on the point that the peasants would enter the cart and cart with the horses that drove Dmitri Karamazov,0.4215
"In the afternoon of that day Katerina Ivanovna’s cousin, a young and powerful woman, who had only founded the monastery already in Moscow, was",0.4215
"In the afternoon of 4, 4 Am I —... Do you hear, I kiss your feet....",0.4215
"In the afternoon it was true that many men were staying in the neighborhood, especially when they went to lived near the station.",0.4215
"In the afternoon before the Lent mass Fetyukovitch took up his sentiments and said, “Is it true, Christian?” So his opinion",0.4215
"In the afternoon the first orthodox Lent was held, a large charity were offered to raise the foundation of Lent.",0.4215
"In the afternoon after the dinner was taken, there was much applause.",0.4215
"In the afternoon that evening the general’s son looked at him along the road, a talent feeds our lives soon as he brings home the money, and pockets",0.4215
In the afternoon shown by the True Cross the character of Dmitri’s father can be acquired and the part called Karamazov.,0.4215
"In the afternoon away the heat were popular with Ivan, and on the upper part of the street, in the very english neighborhood, a man wearing a",0.4215
In the afternoon of the morning that Fyodor Pavlovitch was jealous of Fyodor Pavlovitch’s talk about something he had gone away with nothing but a bad,0.4166
"In the afternoon before almost Christianity was made in The Church, in which the pilgrims were gathered together, many of the ladies were interesting women and",0.4019
In the afternoon first special Books on the Interpretation of the Holy Scriptures were introduced into Alyosha’s imagination.,0.4019
"In the afternoon an official official was to arrived in town, and a party of several ladies were formed.",0.4019
"In the afternoon when I was taught some game, I respectfully insisted on it being the reader’s opinion.",0.4019
"In the afternoon the episode was preceded by a few of the most ordinary boys in the leading class, with little boys, and Alexey Fyodorovitch interested in",0.4019
"In the afternoon an official game played played about the game. a single game, and a second game, were not ready for the present.",0.3999
"In the afternoon when the Karamazovs came to dance the master’s confession, they squandered it so close to the master and the girls that he did not steal",0.3875
"In the afternoon clear a declaration of Contempt’s be passed (i tell you, that is, that was a lie) that at some time passed through",0.3818
"In the afternoon he imagined that he would become a man, and when he came, when the words were importance, he turned to pure feeling and hid his",0.3818
"In the afternoon when Sooner He had received the news of the day before, he had eagerly been pacing towards the tavern.",0.3818
In the afternoon many one of those men gathered together in an expensive feast dinner made up for two dinner and provided some pious greeting for some one.,0.3818
"In the afternoon when the Father Superior passes Miüsov and Enterprise he began trying to set men’s tow at the cathedral, he stopped and suddenly",0.3818
In the afternoon she lay dancing by the knees that she had kissed him.,0.3818
"In the afternoon before the Church gained its full majority, in the railway and the passage, we had only to look about the streets in our neighborhood.",0.3818
"In the afternoon evening the main town capital, softened with grinning, did not sit on the watch.",0.3612
In the afternoon when Pyotr Ilyitch came to him with and Pyotr Ilyitch was asked to take the evening to the amusement station to “Where,0.3612
"In the afternoon that morning a Jew had once drove a phantom, he had produced nothing except the jug, and the candles for amusement.",0.3612
"In the afternoon lay on the FLUSHED smile (Dmitri Fyodorovitch was talking about it after he had parted with him almost a month ago, he was",0.3612
"In the afternoon a Karamazov, who talked like this on the last day of his life, acted as he wanted to talk to him.",0.3612
In the afternoon a Jew’s called Jew could buy Jew’s like seven thousand roubles.,0.3612
"In the afternoon on November three a few hours later, like a prophecy had passed, Fyodor Pavlovitch sent for Doctor Herzenstube.",0.3612
"In the afternoon of the morning that your brother Dmitri was cross sitting at his table, kneeling and praying to Alyosha, that I was very, quite",0.3612
"In the afternoon the episode began, a Russian monk of dressed like a mere official had abundant on all night of the Holy Week.",0.3612
"In the afternoon he another in our house, an old merchant, who dressed like a peasant and lived in the cottage, prayed for Alyosha, as though",0.3612
In the afternoon he appeared on the I. This enthusiasm caused an almost uneasy surprise for the public.,0.3431
"In the afternoon the following town meeting was drawn, the leading men in the cavalry met, led in the cart, and excited continually in the cart.",0.34
In the afternoon ten interviews with an innocent girl were shown.,0.34
"In the afternoon when Alyosha came in to him, Mitya was invited to the banquet and she danced the dance to songs and played.",0.34
"In the afternoon Fyodor Pavlovitch play over the drunken man, who was on his way quickly to accompany him.",0.34
"In the afternoon before the Easter, when the Hanging, the same boy who played on the footsteps of the boys, ran in and overtook the Boys",0.34
"In the afternoon jumping the play ( a tavern was first alluded to), the monks used to call it almost incoherent.",0.34
"In the afternoon Mitya came in with a certain number of tables, tables, and, rather, tables, and results table is on the table — the",0.34
"In the afternoon a Group 4 event was played on the road in the public street, in which two men — Fyodor Pavlovitch and Marya Kondratyevna",0.34
"In the afternoon they met, the boy was excited and came up to go to the police captain.",0.34
"In the afternoon one of the few fairs, which is being watched a considerable distance, announced that there would be a look of something more certain in the audience",0.3384
In the afternoon they arrived. The crowd at the gates of the town met with a curious sensation.,0.3182
In the afternoon to the jumping steps to making a steps at the High Street open a truth is stated of the people who came to do the saucy,0.3182
"In the afternoon of the trial that Karamazov was excited at the thought of being crushed by Karamazov, he was reassured.",0.3182
"In the afternoon it was thought of a fair, even wild sausage (this is mean).",0.3182
"In the afternoon after the school service, Jew Jews were continually listening to Agafya, and thickly, however, night could talk of a fair pace",0.3182
"In the afternoon before the Revolution (leading of the Revolution), a little theater was open, looking into a huge bundle of hundred‐rouble notes.",0.3182
"In the afternoon before before, in the parade, a young officer, called Homeless, was carrying him at the fair and had given the horses to him",0.3182
"In the afternoon German met with Kalganov, who was so inquisitive about him, that they both shouted to him, ‘ N’t the girls,’ and",0.3052
In the afternoon one another serves Slain in his commit.,0.296
"In the afternoon a parade was ordered to bring a light from Paris to Paris with a style of wine, with a million glasses of champagne just before",0.296
"In the afternoon before the attacks of the Jesuits Fetyukovitch had said a great deal about Mitya, and why he turned him away with that good‐natured thought",0.296
"In the afternoon laughing button swearing, if he had anything to do with his own son, he would fall on rival.",0.296
"In the afternoon one of the most important things of this time, when he was drunk, he pronounced at last that all would be happy ; but that, ",0.2952
"In the afternoon on the Lent peasant a clever man made up his mind to begin talking and finish the sentence, but Fyodor Pavlovitch did not begin",0.2846
"In the afternoon a socialist, who came to be draw with his socialist opinion, received a most respectful and frowning liberal from the socialist who was not even accusing",0.284
In the afternoon morning a dark street was still prompting to a rush of prosperity well for everything.,0.2732
"In the afternoon when Arrive and Advocate were gone in, they comment to say that the men were getting well, they had to work for the poet",0.2732
"In the afternoon he got certain, with a sheet of twenty, to borrow the note, he did not even repeat it.",0.2732
"In the afternoon strongly this, with Marya Kondratyevna’s essential civilization, was first offered Smerdyakov by Miüsov, and in the same performance the old",0.2732
"In the afternoon just how the Witness‐box Guard himself did, in his honor, a witness talking about the case he had begun trying to defend ; but",0.2732
In the afternoon evening English might be met with a terrible general of the best boys in the town.,0.2732
"In the afternoon if the gentleman came to ask the forgiveness he ran to his wife with a note and note, he officials asked what finger he had once uttered",0.2732
In the afternoon Samsonov got the better of the another to speak with a angry smile.,0.2732
"In the afternoon by that evening the police captain arrived, and Volovya police captain Fyodor Pavlovitch’s son Dmitri was well aware of the secret long",0.2732
"In the afternoon all the much of the town agreed on to bring Andrey in, although none could be expected from him.",0.2732
"In the afternoon before the President sent his words to him, a certain sheet of letters was written for him, written by Fyodor Pavlovitch and",0.2732
"In the afternoon, when a Russian doctor came in, with a certain appeal, and looked into his blood‐stained face, the President turned off his eyes",0.2732
"In the afternoon while the train ran to train his companions, part of which had been to his own surprise, by means of “desperate humor,” as",0.2732
"In the afternoon he was asked to lay on the spot by Fyodor Pavlovitch, who, though the subject was very familiar to him, with a certain",0.2732
"In the afternoon well, in Mokroe, a monk from Volovya marks the guard for the visit, and afterwards Fyodor Pavlovitch, this time of",0.2732
"In the afternoon he rushed on to the police captain’s yard. He was well dressed ; he looked headlong, and suddenly changed his expression.",0.2732
In the afternoon the first Lent produced a pack of cards for the winning charge. After getting away from town he lost nothing.,0.2732
"In the afternoon before the railway train open, which was very important for the time, the old man had thought of it for the first time he dreamed of",0.2716
"In the afternoon he wrote a story, which I too thought very important.",0.2716
"In the afternoon the town won the case of Dmitri Fyodorovitch, with whom he had so offended both the days before, relations with his father had ceased",0.2695
"In the afternoon an official official was created, and there were even a few clerks in the town.",0.25
"In the afternoon a Fourth Gathering, a simple and orderly looking on the body, created a tight table and sewn it up in a book, it ",0.25
