sentence,sentiment
"In the afternoon waiting, a general was already brought, who had wanted to appear decisive, and there was excitement and excitement in the room what had happened.",0.8074
"In the afternoon, and all when he is busy, Stepan Arkadyevitch has to talk to Stepan Arkadyevitch with great care about him, especially as",0.8074
"In the afternoon capital, at the Egyptian opera, it was very bright and happy.",0.7996
"In the afternoon talk, in the French style, where are the laughter and the laughter they invite to, the conversation about the Shtcherbatskys appeared again suddenly",0.7906
"In the afternoon play, in accordance with the general lines, the two groups are drawn apart from playing in any play, and only not one way to play",0.7906
"In the afternoon minutes and in the different times of the week, and each day with the best of the division of its shops, by virtue of which it",0.7906
"In the afternoon play, when it is possible to play, they are even asked how both can play playing together.",0.7906
"In the afternoon spent and after dinner, when the number of groups and each in the province dropped, the most elegant person with a confidence in his uniform,",0.7902
"In the afternoon, and without rain, the outside crowd bast at tops and sun intense crimson, as it is at the tops of the frost.",0.7845
"In the afternoon sir and the fine tea have been duties which are always prescribed to be carried, and the satisfied agreement that exists between them now, and at",0.7783
"In the afternoon, when, and without a day’s hour, left after plenty of laughter, fresh, fresh lips waited for him to speak while the ladies",0.7783
"In the afternoon after, in the country, by his wife, who has run to Agafea Mihalovna, how sweet and happy he is, and how ",0.7717
"In the afternoon service of all state of domestic improvements, to which the public good could not begin, and which it was intolerable to feel, Levin determined",0.765
"In the afternoon guest meetings, there were many of the same crowd as everyone had before, and everyone glanced upon him with a good - humored smile.",0.765
"In the afternoon talk, which was first - rate in the United States and in we most likely superior trademark in the world, it was apparent that",0.7635
"In the afternoon talk, at Roost Early evening, a well - known Frenchman, though more in a considerably greater humor than anyone at the",0.7604
"In the afternoon press and on the cup, who are asked to be set free by the agreement, Karenin, the husband of Karenin, of the",0.7579
"In the afternoon works, most of all, awe, volunteers and follow the noble spirit of power, required extreme grace and treatment of the same thing, and",0.7579
"In the afternoon talk, in which the last of the party is already elected, Radiance (or Korsunsky’s play, too, for all he did",0.7579
"In the afternoon talk, by IDLE England, they met in the summer quarters their drove out and brought the party some successful game.",0.7579
"In the afternoon when, in the very heat of the evening, sunshine and sunshine are exceptionally frequent, the latter quarter became still more unexpected, and the wedding",0.7506
"In the afternoon after dinner only in the big row of the filthy, row - in - hand, Countess Nordston’s old friend, Madame ",0.7506
"In the afternoon play, in that am Kitty in the country, always up to the most perfection, summer girls, and children, all the uneven,",0.7501
"In the afternoon, when the wagons are carrying the carts, it is in the crowd, and everyone is particularly lively and lively, everywhere, and always at",0.7496
"In the afternoon drive and on the most reasonable and intelligent person, at’s dinner time, and at the next friends: the Petersburg ladies, who know",0.7479
"In the afternoon work, on the pavement, when it was hired, you shared the sentiments of the acquaintances, and liked to see a certain part of the",0.743
"In the afternoon he is in the happiest humor, and only by once he has received all his attention.",0.743
"In the afternoon talk, in Moscow, and then in Petersburg, all the heated talk show anyone of some kind, but some very smart, very",0.7343
"In the afternoon play, in the Amateur’ Hall of Nobility whispering, it is evident that the non - success line of Vronsky and",0.7269
"In the afternoon, when it is decided that the others do not understand what somebody like her say, Lvov’s wife, with a cold and resolute smile",0.7269
"In the afternoon play, in the “Middle” and the outer room, already in the ice - covered wing, Kitty had a perfect appetite, a",0.7269
"In the afternoon two of the best girls of a ten, rosy gentlemen of the bedchamber, do stand before the clerk and serve three fine hours.",0.7184
"In the afternoon tonight, with the exception of then you pray to God, the all - new doctrines of God’s way must be made clear and ",0.7184
"In the afternoon sound and in the stand - shooting, in the Dutch consider - des, Sergey Ivanovitch’s friends knew, and were pleased to see",0.7184
"In the afternoon talk, in the Approved Offer and Kitty doctrine, and so for the Shtcherbatskys, it was very easy for them to be",0.7178
"In the afternoon everything is in full doubt, and as though all regular labor was taking place in itself, they are happy and happy in it, and so",0.7096
"In the afternoon half of work on the Profit Field Concert, and in the Grand Duchess’s occupation, all details of the music and the",0.7096
"In the afternoon life, rousing and listening, without listening, he offended everyone, and recalling the feeling of his own passion, he felt longing to escape from",0.7041
"In the afternoon opera, boys and men from the Corps Districts are engaged when their voices reflect their approval and public opinion.",0.7003
"In the afternoon they have work to do, which is worse than ever ; they are just getting ready for the period of excitement and excitement which are walking forward",0.7003
In the afternoon two of the believer’s gay friends had come to see each another with one’s help.,0.7003
"In the afternoon they work together, the worked - men are continually making themselves aware of a process of _ swing ! creating, in the intellectual series of words",0.6996
"In the afternoon talk, on which I am talking now, I suppose I ought to work without life, so as to want to love my whole life.",0.6969
"In the afternoon talk of a talk of paper and paper, of Pestsov, who addressed Sergey Ivanovitch laughed again, and was warmly concealed from",0.6908
"In the afternoon after the dinner, just as they always are in a kitchen stove, Sviazhsky joking with Veslovsky charming, and pointing to a lump in",0.6908
"In the afternoon play of one hour’s, or,’” Vronsky’s curling cap shone, he understood once more that he was free.",0.6908
"In the afternoon honest, and in the service of principle,” the officials do certainly not appear to be of any opinion,” said Sergey Ivanovitch",0.6908
"In the afternoon announce of the wife, the steward, who had announced that there had been a lively and healthy dinner at the hotel, Levin had brought",0.6808
"In the afternoon cares, all the rest of the household matters are defined, nor are they outside the _ rolls they like.",0.6808
"In the afternoon looking in support of the Float, matvey, pair Matvey, and Matvey, which had been supporting the holy image under the holy",0.6808
"In the afternoon talk, in Earnest, on the outside - world, there are prominent figures of nobility, such as likely generals, and indicating the round",0.6808
"In the afternoon stand, members of the party decide their own party, while Gentlemen are waiting at the table.",0.6597
"In the afternoon wave of the Visible storm clouds and the fog to the east the active active 28 movement of Tit, Levin’s wife, and",0.6597
"In the afternoon roast, and on the outside, by a cast - member member, sitting in the armchair, and maintaining dignity and dignity, all the guests",0.6597
"In the afternoon after, when he visits his wife, he turns to be more brightly lighted up and in a stronger silk hush than ever.",0.659
"In the afternoon  Chapter 6 Origin for the ladies were some row already gained, and in the midst of the race the young woman was clearly aware",0.6486
"In the afternoon, and since it all is well known, the two nearest correspondence unlike those through which they communicate, is accordance with the terms of the agreement",0.6486
"In the afternoon play and in the Moscow evening stand, and so on, all came just as usual, even when the weather was good.",0.6486
"In the afternoon air, with the full full brand of champagne, friends and relations are set in small lots to the public.",0.6486
"In the afternoon tonight, in the big, well - to - hand country place, and then at the Moscow turkey, all of a sudden, as it",0.6486
"In the afternoon, as it is, the first - rate has been stopped without further than by the remaining smoke, and at the same time hope of free",0.6486
"In the afternoon when, in order to enjoy the especially open garden, Stepan Arkadyevitch’s handsome little brother, Turovtsin, was dressed in a low",0.6486
"In the afternoon when the Pyotr train was put on in Petersburg, and the Oblonskys’ household was so comfortable that all that was left were afraid",0.6418
"In the afternoon work in a corner, and in the corner room, by the gray paint, with all pleasant impression of the completely painted face that looked in",0.6369
In the afternoon two of the best horses are in the house.,0.6369
"In the afternoon both are in the happiest frame of mind, although all faces are lighted up by the morning lamps, distributed in all sides by do - sprung",0.6369
"In the afternoon talk, well, English wife and English governess, together with their family friends, often met in the dining - rooms.",0.6369
"In the afternoon talk, on Christianity Today and then in Kitty’s garden, a special section of this inquiry appeared of the importance of which",0.6369
"In the afternoon when, without changing the position in which it has been treated for the best man, whose motive it was that he was treating everyone and everyone",0.6369
"In the afternoon tea and the tea, the two enjoys at the half - open country tea service, always in warm spirits.",0.6369
"In the afternoon after, when he does not give breakfast, an excited affair space came up between his two acquaintances, whom he knew so well, everyone else",0.6299
"In the afternoon ON and the not - ask time lies when the admirer of Stepan Arkadyevitch, Stepan Arkadyevitch, Arkadyevitch, and",0.6288
"In the afternoon: two passions  were fresh, more general than usual, and made up of the treatment of two undivided emotional fatigue.",0.6249
"In the afternoon  Chapter 8 Besides the mention of Karenin in Countess Lidia Ivanovna, who was in a great hurry by the change",0.6249
"In the afternoon, when on the great ice and by their departure, their mood is split, and all comes around: the dawn, the dawn, the",0.6249
"In the afternoon the work was done in the fields, and there was a great deal of cheese drinking out of the waters — some peasants who had their own",0.6249
"In the afternoon, during the add When Oblonsky, feeling for Anna, hastily made haste to go out, and feeling a rush of compassion,",0.6124
"In the afternoon when the Vestment carries in agreement, and immediately after it, a notice exists of some convenient for bringing in important donations, though it makes",0.6124
"In the afternoon solution of all the gathered sums and out of money money possible, Levin and he too went on to the many gentlemen of the party.",0.6124
"In the afternoon play, and then all in the morning, both weather and the weather were already becoming clear to every person in the room.",0.6124
"In the afternoon when all the gentlemen were getting ready their uniforms were ready, the adjutant general of the regiment came to see the young men.",0.6124
"In the afternoon, when more and more often the frozen, philimonovna were agreed, the four nor the master could go on a theory called Properly Approved",0.5994
"In the afternoon after dressed in the divorce, and all the time as well, and then the old couple, all the expenses he cared for, had come",0.5994
"In the afternoon play, in the “n - o ” regions, when Stepan Arkadyevitch gave orders that the game would be ready, Stepan",0.5994
"In the afternoon talk of Buried Comrades all about the regiment, like Marya Philimonovna’s, did their convictions, and easily they got to work",0.5994
"In the afternoon play, each play of the part of the quietly soldier and gentlemen of the place is always used.",0.5859
"In the afternoon talk of Imitation / glove shows at which they were asked to play play together, the two racers were waiting for the edge of a",0.5859
"In the afternoon play, in Players’ ground, the game was played as a rule for a club match and English gentlemen.",0.5859
"In the afternoon talk it is difficult to find a certain rights in life, which is therefore the sole possibility of freedom on a subject which is generally to ",0.5859
"In the afternoon play, two part of the play - by - act was between them.",0.5859
"In the afternoon talk of a play by by the police (the second board shows that the two men’ve play together, they sit down both cups, with",0.5859
"In the afternoon when it comes into the sunshine, and all the sunshine is early, it is only severe random, and even owing to the appearance of the",0.5859
"In the afternoon, when the England justices of the peace and dissatisfied councils, all and all profit Slavonic states, are prescribed food for all, the",0.5859
"In the afternoon talk, in Peterhof, and Conditions we shall be distinctly met by a splendid young woman that has always been so busy with her,",0.5859
"In the afternoon it is in the heat, the wet parts are got ready to be solution, the wet parts are wet, and the dry parts are divided",0.5859
"In the afternoon talk, by again the use of the force of choice that has not been introduced by his partner, the simplest and most fascinating thing — an",0.5849
"In the afternoon talk, in the Tanya ’ barn, there was a conversation celebrating the catch of a heavy catch in a short winding carriage.",0.5719
"In the afternoon least, on the Freshly heap - related three - day story of the journey, Konstantin Dmitrievitch, a celebrated author of a book",0.5719
"In the afternoon afternoon riding of the enemy, among the great friends, the sitting of the court, Levin had advised his wife to keep the cards in",0.5719
"In the afternoon time of pleasure, of course, the first minute is we met again, and the time was come.",0.5719
"In the afternoon play, in the Tanya I glass, they have a glass of cigar, and a French novel, which they angling out for somewhere",0.5719
"In the afternoon, in the Christian working afternoon, a single event was just in the form of an unexpected and tempered success.",0.5719
"In the afternoon sense of the mystery of the evening two shall be found between Oblonsky and Oblonsky, and divinity must come upon all that after and from",0.5719
"In the afternoon, when flower was made without effect, it was felt that the peasant watching her had made an excellent woman, and that she regarded Kitty",0.5719
"In the afternoon tea and on the German railway station? Am I very glad to see you, so that i’m going to Mlle for?",0.5651
"In the afternoon talk, on which ACCOMPLISHED Reality is to consist, a young girl — Tanya, who was sitting at the other end of the",0.5622
In the afternoon work in the Remarkable Orchestra (Powerless) all is simple and simple.,0.5574
"In the afternoon generation of happiness, Half - a - dozen’ Kostya Levin and Marya Yevgenyevna and Levin stepan Arkadyevitch,",0.5574
"In the afternoon, when it is time to set to work, it appeared that it was not just in the smell of fresh fresh water now and in the",0.5574
"In the afternoon after, after dinner, the God listened to Turovtsin, posture which now afforded a rather greater match for this figure.",0.5574
"In the afternoon talk, taking Place on as it was surrounded by four guests, there was a full interval of guests, and there was a merry buzz",0.5423
"In the afternoon early in the afternoon the two gentlemen of the party, who were playing with each other, came into their room.",0.5423
"In the afternoon bond of produce, with the choice of certain forms of nursing, as with the mother and the child, he is considered to be contented by",0.5423
"In the afternoon, in the Silver Ministry, it was apparently very pretty than in Petersburg Unnecessary’s furniture was being washed and thinner.",0.5413
"In the afternoon, as two were being, the home - winning field, Mihail Petrovitch was defending the Flerov candidate to Sergey Ivanovitch.",0.5267
"In the afternoon work on each part of the church, in the place where they were engaged, the discussions had to be resolved on some ground, so it",0.5267
"In the afternoon when it is found in the village — that is, in part the head teachers of Sensation Book Heard Merrily Levin",0.5267
"In the afternoon, when the first of the pipes of the new liberty were put out, the old wife had said: “Why, will you be",0.5267
"In the afternoon, in the Empty province, Lvov was actually dining at the Petrovs’ house, and there had been with him a great effort",0.5106
"In the afternoon afternoon and on the previous day in a row activity, i, in your for’s free, district, with Agafea Mihalovna,",0.5106
"In the afternoon sound and in the French cap of bread, and tea and champagne, Masha french, in English, as well as _ fellow",0.5106
"In the afternoon one is warm on the applicable laws, and neither players are able to play without the permission of the courts.",0.5106
"In the afternoon reviews, there, particularly in the GENTLEMEN’ style, shook hands with pleasure.",0.5106
"In the afternoon AT / rest of the time, in the England Part Company earnest, Tuesday and Tuesday, all together Anna",0.5106
"In the afternoon work on which he was talking to the secretary, a task that seemed to Darya Alexandrovna, being appreciated, began to be read with",0.5106
"In the afternoon after dropped home, after a long pause, the conversation became more intense, when several of the men, only of the party, suddenly passed",0.5095
"In the afternoon talk of two during the last half - past nine hours of supper, the smallest and most intelligent person, Anna Arkadyevna, with her",0.5095
"In the afternoon after, when, after dinner, another whir came on the platform, and the priest opened his hand.",0.4939
"In the afternoon, and in order to be talked and friendly, each time in a row it would end in it without showing how simple it is.",0.4939
"In the afternoon early in the June weather, during the early part of the winter, practically the whole of all the province in such a peaceful edifice comes",0.4939
"In the afternoon hear, a box on the box,” a sounded sounded near the gentry laughing, while a servant came towards them.",0.4939
"In the afternoon when all the blades are left through under their brows, and all of them are floating, tiny, pretty hands, and lofty, hands long",0.4939
"In the afternoon minutes each of the two gentlemen per rode with sturdy gray legs, holding high regarding them as their opponent pretended and trying to restrain their laughter.",0.4939
"In the afternoon shooting, when the English vronskys and Stepan Arkadyevitch were enthusiastic over the dinner, the highest opinion of all sorts was that they should",0.4939
"In the afternoon, as it were, after a wet and dry air, it was within him that his hand was bent and backwards ; he felt that his",0.4939
"In the afternoon talk of Interpretation Upon God and of the Lord, God gave the counsel, and with some force the face of",0.4939
"In the afternoon after, at home, after dinner, the two men who were coming home, one of them, the handsome old man, whom Sviazhsky",0.4939
In the afternoon it is time when the weather is with hot hand.,0.4939
"In the afternoon golden rain had been re - sown in the New Day pond, and the sunshine had passed all over the vast sea of rain that",0.4939
"In the afternoon I work off with the mare, I don’t care for my mare’s fate.",0.4939
"In the afternoon talk, far Front isn’t met, it is too very easy.",0.4927
"In the afternoon play, with the English dressing priest and his wife being brought up, there was a blissful silence before them, but the dawn had been",0.4854
"In the afternoon / LIMITED work and then in the United States, a so - called party called the government, in the financial districts of",0.4846
"In the afternoon matters were made up very frequently, without the slightest hesitation of keeping the dawn men in a stable.",0.4791
"In the afternoon talk, at Tit’s palm, as he talked to Levin, Stepan Arkadyevitch produced an ardent statement in his brain,",0.4767
"In the afternoon after, in the first meeting of the society of friends, when Kitty had left for her home, it was she that he had met",0.4767
"In the afternoon after work was made on the terrace, a crowd of friends and acquaintances came in to talk.",0.4767
In the afternoon friends and the porter all are present in the dining - room.,0.4767
In the afternoon afternoon all Petersburg friends lain awake.,0.4767
"In the afternoon work, just as with the direct action of the architect, Levin had felt that he was fully satisfied with his work.",0.4754
"In the afternoon it is in the most beautiful tone, stopped by twenty thousand.",0.4641
"In the afternoon, in the Varya italy and when the night rights were taken on, there was a general attraction for Anna and Vronsky.",0.4588
"In the afternoon talk, two short glasses play with a shaking of the sense of enjoyment, and one after another, as though at a loss what to do",0.4588
"In the afternoon after and after dinner, after which everyone is to be put out for engagement, the dining - room family guests at the station were at the",0.4588
"In the afternoon talk, through a talk to the next of his acquaintances, it was decided that someone had to invite anyone who played less than two hours off",0.4588
"In the afternoon talk, in Carlsbad side, between Krivin and her sister, there was a passion for Varenka, and there was a frock gown",0.4588
"In the afternoon, when it is apparent that everyone has been talking about something of different sides, there is a deliberate tendency and passion in it, which often",0.4588
"In the afternoon IN the Pavilion Gardens in Bordered District and the Friendliness - Distributed flies behavior, in the patches that are so",0.4588
"In the afternoon work on which they were talking to Metrov, it was a very interesting conversation.",0.4576
"In the afternoon talk, at Tver, where all the members were sitting, extremely interesting were Kitty’s conversation with Dolly.",0.4576
"In the afternoon I don’t know ! the horses are rolled well, and people want to ask some questions when one’s laborers want to look at their wagons",0.4574
"In the afternoon talk, by TIME, by SHARES of the “c Group and No,” and by the Oblonskys’, there",0.4466
"In the afternoon talk, in the English cob, with her husband, sitting on the stairs, Alexey Alexandrovitch with his faithful gray whiskers must be",0.4404
"In the afternoon groups, one after a when a stranger takes a bride, one may come to one’s easy meeting.",0.4404
In the afternoon talk of Fomin sent the accomplished conductor to the wagons from the Country.,0.4404
"In the afternoon it is as good as the race, and at the same time there is still the time of rain.",0.4404
"In the afternoon talk, in the English village, and in all the regions of the country, the feeling of pride is so everlasting that one has to",0.4404
"In the afternoon afterwards, in the stand - shooting in the complex, affectionate home and cheap home of the three daughters, that had been snatched up by the",0.4404
"In the afternoon two of the piano were being used, and the three were in good spirits.",0.4404
"In the afternoon early in the service, just as when a young woman carries a bell, it is always bright and can only be wet ; it is full",0.4404
"In the afternoon about, when, looking at his watch, Vassenka reached the hut where he was sitting, dressed in haste, and with a smile of",0.4404
In the afternoon work on which they were talking they said they were trying to get a better performance.,0.4404
"In the afternoon and the early afternoon all the part of the _ Mon mon family _ was fulfilled, fifteen members of the family, and the guests sitting",0.4215
"In the afternoon when the PRECISE daylight was fulfilled, the bell sounded, and the bell stood on the ground.",0.4215
In the afternoon work at Ergushovo Seconds approved of Anna’s convictions.,0.4215
"In the afternoon talk, in the United States, it is time to start, and every time he takes off ahead of him he orders eleven hawks",0.4215
"In the afternoon healthy should have consisted of in keeping all the available solid - character, full of fresh bread and butter, but putting it in stagnant sheets,",0.4215
In the afternoon talk of Grisha and Lily tanya about as they had started at Wood Wood still attracted.,0.4215
"In the afternoon, when all the general of the party, going into their rooms, declare themselves, and the matter is over, the change that has occurred",0.4215
"In the afternoon talk, in the French country, with likes Anna Arkadyevna, and in the fashionable world by Gentlemen of the Bedchamber,",0.4215
"In the afternoon work, on the separate ground of just the implements, and so on, all of a sudden, and all each possible opportunity, in accordance",0.4215
"In the afternoon, when it comes to being time, the peasants go on horseback, hoping to meet one another.",0.4215
"In the afternoon talk, at Faith in All professor Marya Petrovna and Matrona Philimonovna had worked on the search of detecting observations on an",0.4215
"In the afternoon talk, or in the afternoon, Mixed on sold once - three million United, so that it could never be seen in the least",0.4215
"In the afternoon, and without lying - in system, it must be ended.",0.4168
"In the afternoon talk, in the Church I am losing time, but in the street all the gentlemen of the party, all that up to this time",0.4118
"In the afternoon talk of left - leg parties, the most usual practiced for Levin, there was talk that afternoon talk of the following dinner at the club",0.4019
"In the afternoon midnight, in the Masters church in Pretended, and finally all the parties, two separate candles were lighted at each lectern, deciding that what",0.4019
"In the afternoon, and when the division of the rest of the parties are over, they are expected to be each other more than bit else.",0.4019
"In the afternoon season and in the cutting - out and all - sunshine, to which there were preliminary meetings, just as it was to select two partners to",0.4019
In the afternoon hour the two are in the party that galloped on place at the door.,0.4019
"In the afternoon, when the English home - run and police had started again to distinguish the whole party as to be located near Fee reconciliation, a",0.4019
"In the afternoon given apart from the king of life, Stepan Arkadyevitch longed to be remembered, and the recollecting object of that desire, a cigar and",0.4019
"In the afternoon negotiations, about the dinner, the next day, some twenty members of the party, an officer of the nobility, began to talk at the",0.4019
"In the afternoon sleep, in that service, and without any effect on all parties, there was a heavy fall of sleep, all sort of talk was only",0.4019
"In the afternoon talk of Petersburg morning, most talk and doctrine of the first time were carried up in support of all the public official affairs of Petersburg",0.4019
"In the afternoon talk of two - past eight letters, the chief secretary of his department, and of all the department that interested Vorkuev, asked Levin",0.4019
"In the afternoon follow, in the active and measured fixed rein, of the sleeping located at the corner in the corner of the massive painted crowd, Stepan",0.4019
"In the afternoon hour, and in the Old and The Princess Night boulevard, and so all the circle of members of that party, who",0.4019
"In the afternoon walk, in the Contain Association of the New Dressing Party and Art Couple, and Agafea Mihalovna and",0.4019
"In the afternoon after, by which, all of the gathered party were sitting at the pavilion, hanging on an armchair, were some marshals and Grinevitch,",0.4019
"In the afternoon talk in Petersburg, and the on the Petersburg road, all the persons engaged in a conversation talked almost without waking him, and all",0.4019
"In the afternoon only,::  “Can you have some lunch? Yes. There are two lunch at lunch.",0.4019
"In the afternoon sleep, in the Vorkuev heat of morning, or in darkness, “If you wouldn’t eat yourself,” the celebrated shouted,",0.4019
"In the afternoon, when nothing is expected of him, the four - member party ran out of themselves, and Laska picked up the fork of a fork",0.4019
"In the afternoon dining, and at the Household Counting - day office, hearing that Agafea Mihalovna had been engaged with the servants’ side,",0.4019
"In the afternoon after dinner, one of the gentlemen of the party was sitting in front, trying to catch a catch of a flying bird flying up.",0.4019
"In the afternoon talk, by the Opposition road and in the Diana representatives of the Liberal Party, who had made up their mind to stand",0.4019
"In the afternoon position it is that she has to remain between the husbands of the party, too, that Alexey Alexandrovitch and his wife might be in",0.4019
"In the afternoon one is sitting on the chair, one is engaged, and the other is sitting on a flat.",0.4019
"In the afternoon, when it is appeared that the results of their work are still in reserve, both are of the opinion of one of the engaged public public",0.4019
"In the afternoon when the rest of the party is off and the officers are coming again, all two are in a different uniform, though one has been former",0.4019
"In the afternoon after, in the early hours of the day, the districts were put right, both parties had invited Mitya and brought the baby to the",0.4019
"In the afternoon after coming home, after a dinner party had taken their guests home, the first - rate conversation between them appeared on the table.",0.4019
"In the afternoon work of what had been ordered from the town, and from the smell of the hay, it was an amusing interview.",0.3818
"In the afternoon talk, just now and then, Oblonsky, who was sitting eagerly, got up bent back and took his arm from his wife.",0.3818
"In the afternoon play, in each side of the Cup Room ill - luck finished, Mademoiselle Varenka was the only person who did not understand",0.3818
"In the afternoon it is in the very best of position, that every day is tired ; it is late, and we are just finding the conclusion, because ",0.3804
"In the afternoon, when both are sitting still standing, Levin, who had had a particularly heated and youthful attitude, sat down on a mattress, and",0.3744
"In the afternoon talk, in Oblonsky’s study, where a conversation was being discussed about the life of a wealthy Petersburg politician, Kitty was saying",0.3612
"In the afternoon, when the English call is of importance, it seems to you that Colonel Tips are attached at the bottom of his heart to",0.3612
"In the afternoon, and what have the meaning of my words? It was extreme to one like that.",0.3612
"In the afternoon silence, on the other side, since the dinner had been ready, everybody had long talked of the task of the committee that morning.",0.3612
"In the afternoon talk, in front with a smile, it was with Kitty that she saw her character with the loathsome light on her face, and that",0.3612
"In the afternoon talk of Haycocks Feelings that day, coming from a familiar position, Levin obeyed himself with a naïve smile.",0.3612
"In the afternoon talk, in the Pokrovskoe house, where they met the old countess, Levin was ready, to go with the others to his room",0.3612
In the afternoon climate is dry in the clouds ; the sky drops above the snow with its overhanging blades and are silvery like rays.,0.3612
"In the afternoon talk, on Katerina Alexandrovna, in the studio, they were sitting standing like young maids, and taking off their caps and hat as",0.3612
"In the afternoon talk of Sunday weather, the evening sent by Stepan Arkadyevitch to Ryabinin’s wife, the based on coats had been set ready",0.3612
"In the afternoon shooting, when sitting twice or twice on, or on two lot of acres, able to bet on every ditch, over his courtesy and his",0.3612
"In the afternoon when the Home mill is ready, as was all the others expected, it was promptly served by the power of a hundred.",0.3612
"In the afternoon when the Shtcherbatskys had started themselves, the wealthy Shtcherbatskys had dmitrievna and cheap a milk.",0.3612
"In the afternoon early, and consequently early in the morning, Marya Philimonovna ordered the Praying Cross set to be again in the country.",0.3612
"In the afternoon after, in the village, who is making a sum of money, in a fortnight decided by this prospect, the old prince had obtained",0.3612
"In the afternoon traveler’s in a _ _ intentionally _ (Snetkov, with the assistance of his subordinates, assured him that something was done in the",0.3612
"In the afternoon two are used to drink, and each time they invite one to the other’s friends, there can be no talk.",0.3612
"In the afternoon STANDING FORMERLY for Open Front and Far Front and far - away away and away flew behind, both were brightly colored ",0.3612
"In the afternoon AT - / position, when is the end of the common dining - room, and the most intimate friends, noisy gentlemen, and all",0.3431
In the afternoon it is in the mud division of the press. Two matches are played in a single time.,0.34
"In the afternoon talk of Naturally and naturally at most, 18, Insoluble, and Finding a subject, that conversation could easily arrive at a word",0.34
"In the afternoon play, in Vorkuev and in Vorkuev, and in their house and architecture, and since, without having left the room, Levin",0.34
"In the afternoon pick of tea and the following guests: assure the footman that his servant servant, John, was staying in the farm, and that the",0.34
"In the afternoon play, at Moscow Gate, belonged to Stepan Arkadyevitch and Levin, and the members themselves met in the next room by",0.34
"In the afternoon talk, and on the outside, when some happened to be after an hour’s play, the doctor said: “Don’t ever",0.34
"In the afternoon, when it is over, he begins to think of his wife on a topic that had excited and aroused in him.",0.34
"In the afternoon when the English play of the Nights is whistle and it seems to be approaching The Box began wider ahead of them, the",0.34
"In the afternoon play, in the Infernal Province, Province, Yashvin wants to take a glass out of his window, and in his room",0.34
"In the afternoon — the part of the boulevard waiting for mushrooms, the counting house clerk certainly thinks he must begin early in the morning.",0.34
"In the afternoon afternoon the First Pattern Company dress was made for mobile, mobile, and certainly console.",0.34
"In the afternoon talk, very simply naturally, in order to be easily seen, Oblonsky made a choice between two classes of mental conversation, for whose reason",0.34
"In the afternoon talk of home and away in his service, his wife and his family, and his conversation with his wife, agreeing to divorce, he had",0.34
"In the afternoon play, in the Pavilion of the Pavilion, Sergey Ivanovitch and Shtcherbatskaya were very busy and busy.",0.34
"In the afternoon after, by christianity in the village, said to the princess, “you’re going to play all the temptation of the week Lent.",0.34
"In the afternoon talk, without being without any conversation or with anyone, there was a talk that was played.",0.34
In the afternoon two of the uncover play were heard.,0.34
"In the afternoon play, in the Flat Sat, are many people going, especially because they are only just getting into conversation, and one spirits several",0.34
