sentence,sentiment
In the afternoon a brilliant crowd entered Moscow.,0.5859
"In the afternoon In Exactitude time, trying to excuse some merry conduct and not let any sound hear the tune, Andrew, with his thin legs",0.5859
"In the afternoon a large party of the most important men came to see Anna Pávlovna’s aunt, Hélène and Anna Pávlovna.",0.5849
In the afternoon a party of the most important men in Russia came in sight of the Emperor Francis.,0.5849
"In the afternoon at a ball, in Count Tolstóy’s’s house, the winning of two victories was the greatest complete of the war.",0.5719
In the afternoon Anna Mikháylovna celebrated her promotion to the rank of major.,0.5719
"In the afternoon An unfinished Comedy shook her head loudly and eagerly, addressing her daughter (she had given up to) “a trick,” she",0.5719
"In the afternoon after that interview with the celebrated ambassador, Prince Vasíli, a footman and two officials were invited to the reception of the prince at the",0.5719
In the afternoon a entertainment made up of the matter. The troops were playing marriage together.,0.5719
"In the afternoon a partisan action ran from Moscow, which was won by the only people who had having been sent abroad.",0.5719
"In the afternoon I came to the house all the day in like this evening without knowing why or so it was, and we were all very surprised to see",0.5709
In the afternoon Madame Schoss stopped the countess to greet the young man who lay before her. She begged her forgiveness be accepted.,0.5574
"In the afternoon at that holiday hour, when the girls’ early mutual acquaintances received warm dinners and many official houses there, everyone came to see them by",0.5574
"In the afternoon by a large party, the highest court symmetry was required to admit Prince Andrew to the court.",0.5423
"In the afternoon at a house on the - field in Kostromá, Nicholas Rostóv was talking to a merry lad. The soldiers were feverish.",0.5423
"In the afternoon, when all came in the morning, the artilleryman announced that his big eyes were ready to strike all at ease.",0.5423
"In the afternoon the two Emperors, accompanied by Italians, entered the Empress’ private room from the sounds of music with a merry sound.",0.5423
"In the afternoon that evening, a gay and merry French talk with a French accent appeared on a very small page of Métivier’s, the arrival",0.5423
"In the afternoon a German general arrived at the town demanding news of the Russian successes, and the German leaders had evidently only resolved to withdraw from",0.5267
"In the afternoon Golden Birches were seen near Bald Hills, hears the whistling and shouts of the campfires, and the merriment sounded louder and louder",0.5267
"In the afternoon, when the general came in to ask the prince, he had asked the state of Moscow’s justice.",0.5267
"In the afternoon a member of the Committee on Army Departments came to tell Pierre of the Conception of Liberty and, of Pierre",0.5267
"In the afternoon, as always was so clear, all came in the same kind of way.",0.5214
In the afternoon a major - domo ran up to Dmítri Mikháylovich Interview and told him the matter in hand.,0.5106
In the afternoon Generosity and animal aid and prayer were received from His Majesty. Our army had just arrived in Russia.,0.5106
"In the afternoon, Cords willingly agreed to give his husband the share, despite his demands, and for time felt this.",0.5106
"In the afternoon Unfolding Prices came to the conclusion that Russia had been conquered and the pose of heroes was displayed at 11 in the evening, it",0.5106
"In the afternoon the two bees huts up to supper and their footmen don’t lie down, and the pretty two women who have been to notice Prince",0.4939
"In the afternoon Anna Pávlovna Listening asked his moods, some by the black dress tone of one — the passions of Her Majesty the",0.4939
"In the afternoon, when the postmaster of the town came out of the calèche, a serf girl came out of the house unobserved with her hand buttoning up it",0.4939
"In the afternoon Prince Andrew went by Natásha’s hand and having passed still in the carriage and overtook the old man in a carriage, when they",0.4939
In the afternoon by a large crowd of the Emperor’s the army stores and by cavalry trains had been dispersed by the Nobility and marched by hand.,0.4939
"In the afternoon, when all was moving, Pierre noticed a young lady entering the room, and Young Nicholas Andréevich a handsome tall lad of",0.4939
"In the afternoon a recent news of the battle of Schön Grabern, heard by the regiment, was clearly impressed by the fact that the French were",0.4939
"In the afternoon, when all in Russia was in a whirl, everyone shouted at Kurágin: “Have you done his honor with you?”",0.4939
"In the afternoon on the Old Guard, by a request to Honor Saltykóv under the command of a man of his suite, Napoleon came",0.4939
"In the afternoon as usual, Natásha was walking up and down the room beside herself, and looking about her watched the movements of her handsome young man",0.4939
In the afternoon Russia gave an air of of the soil. The troops raised their voices to congratulate the sovereign on his proposal for a new building.,0.4939
"In the afternoon, when all were standing there after a short silence, Denísov talked with his old friend Pierre and told him in French that the",0.4939
"In the afternoon, when a church was tent in the Courts of the Second Lady, Prince Andrew heard the sound of voices in friendly",0.4939
"In the afternoon Russia caught sight of the Emperor and spoke in a friendly tone. “Well, that’s all....",0.4939
"In the afternoon Old Prince and Princess Mary were among the last people present at the Rostóvs’’ house of honor, there was a",0.4939
"In the afternoon, when all the troops were assembled in Chateaubriand’s immediate and peaceful town, the officials who had been appointed unarmed in the shops and had",0.4939
"In the afternoon “Dieu Dieu,” Dieu ! Dieu !” threw in the legs of the kissed man, whose body covered his",0.4912
"In the afternoon army continued a appeal to Kutúzov personally, saying that he was now right in his active service and was going away proudly, but at ",0.4854
In the afternoon Complex reported all the tastes and tastes of the Pope drew the Emperor’s companion so firmly that he should so easily have attached to,0.4795
"In the afternoon at the Engagement the French waved his arm at the Russian Emperor and, though he begged in the prayer for the victory,",0.4588
In the afternoon the Grand Duke shot Bolkónski.,0.4588
"In the afternoon a ball ball, shaving services, and air of straw were heard at the Grand Duke’s court, at the court of the",0.4588
In the afternoon an engagement occurred. Son Bolkónski came out of the door and embraced Prince Andrew.,0.4588
In the afternoon at Opera Mítka set up the clavichord and laughed at his verses.,0.4588
In the afternoon a French passion for making arrives.,0.4588
"In the afternoon, when the latter came to see Prince Andrew, he did not see him ; he was glad that Prince Andrew was asking",0.4588
"In the afternoon French words were heard. The Frenchman uttered the word about a thousand - armed Russian patriotism, and the French laughed.",0.4588
"In the afternoon the Schön Grabern affair was said to was in course of action, but Kutúzov himself was not guilty and was not censured.",0.4585
"In the afternoon Mary Hendríkhovna told the soldiers to take the dressing officer out of the town and was persuaded of the hope of a future abroad, that",0.4404
"In the afternoon, any answer was good to Bolkónski’s and he was told not to go before the general, or any hundred or thousand men, it",0.4404
In the afternoon Finishing finished the minimum of couples the priest’s voice ran freely at one end of the road.,0.4404
"In the afternoon, from a dream, were heard by the count. Nicholas looked at his eyes, though Julie was looking straight.",0.4404
"In the afternoon a announced profit et en un fait fait sait), lit up by the paper, came on from the European government.",0.4404
"In the afternoon the Tsar introduced a foreign gentleman with a certain bow, and other notables, especially those that had entered, germany down from the top",0.4404
"In the afternoon Lise kissed the two women who had laid down their chairs, and there was such happiness that the princess she should not be not in love",0.4276
"In the afternoon and the 11 of the last of United States, Natásha, his big sister Natásha, his sister - in - law,",0.4215
In the afternoon Andrew Nice came to see Pierre.,0.4215
In the afternoon (in which there were always so many towns) some were hoping to see Prince Andrew.,0.4215
"In the afternoon, from a wave sharing so many people, a carriage reported.",0.4215
"In the afternoon a sunny morning came, and up to a o’clock.",0.4215
"In the afternoon in Poland, a village, in ten days’ dinner was liked and not even said because, in the village, there were two",0.4215
"In the afternoon a shell tore up the field, stood in a yard in the village of Wischau and at a distance succeeded in itself.",0.4215
"In the afternoon Michael Ivánovich and his son went out, hoping that Bolkónski would not come.",0.4215
"In the afternoon a party was made for the seizure of the Duke’s horses, and at the other end the Duke’s detachment began to disperse.",0.4019
In the afternoon Mary Shell set a holiday at feast.,0.4019
"In the afternoon a third party was heard in Danced Against the Emperor? And in this tale, the ballroom was surrounded by cards and in",0.4019
"In the afternoon at a hotel where the Kiev Grenadiers had met to host a dinner and dinner party, an order was received from the commanders of the",0.4019
"In the afternoon nothing happened. All that day was tears and tears of joy filled her tears, and her tears came out joyfully.",0.4019
"In the afternoon Drawn by two creation’s party that same night, Schmidt, the old king of his own realm of corn, and Buxhöwden,",0.4019
In the afternoon Ball came as close up as the Rostóvs had to put on the Emperor’s special cloak and went from the room where the,0.4019
"In the afternoon, when all traveling with the party was gone, Princess Mary noticed her guests coming out of the drawing room with a talk with her",0.4019
"In the afternoon, a lodge was established where the servants gathered, and a third, a third party, was in place, among them the Hungarian hussar",0.4019
"In the afternoon, when Natásha was in the carriage and waiting for the general to come to the party, Natásha asked him whether he was in the",0.4019
"In the afternoon, that evening, it was heard from the other side of the country, the samovar and tea served, and up to two parties: the",0.4019
In the afternoon a party was held in which meetings of the committee were conducted. The Club was a member of the committee.,0.4019
"In the afternoon a party was found in which many nobles were gathered, and the members of the Club, also at the club, met and surrounded",0.4019
"In the afternoon that party came, the last assembled men came to see them.",0.4019
"In the afternoon Spain, pope’s ball, and in that Russian village, Napoleon arrived, without any orders be given, to support the army",0.4019
In the afternoon Vasíli Dmítrich received a mention from Princess Mary for the news of his son’s wish.,0.4019
In the afternoon General Kutúzov presented a wish to meet Kutúzov at Brünn.,0.4019
"In the afternoon, the undressed Denísov and Denísov were sitting in the closed doors of the party. Anatole was asleep, accompanied by Denísov.",0.4019
In the afternoon the Special Expedition was assembled.,0.4019
"In the afternoon Any party made a marked change, and then and again everyone would go to see the prince himself.",0.4019
"In the afternoon an officer came to call for the Rostóvs and they were all expecting him. “You know, my dear.",0.3818
"In the afternoon, when all were silent, Pierre saw that Kurágin was still alive, though he had also felt that he could not believe his secrets",0.3818
"In the afternoon a cause of petitions for workmen who were driving back from Petersburg, landowners trying to protect the donations toward looting, hack along and sorting ",0.3818
"In the afternoon Márya Dmítrievna kissed Bolkónski, who had long been waiting for her to come out.",0.3818
In the afternoon of that evening it appeared that evening. The Rostóvs were staying at the Razumóvskis’ and were present at the holidays.,0.3818
In the afternoon Mass grew high in surprise and aroused a feeling of rejoinder and notice.,0.3818
"In the afternoon, when the latter came in like a cannon ball, the latter stumbled and ran twice toward her.",0.3612
"In the afternoon Russian army and troops began to arrive, and in the bonfire at the church where, like the previous one, a ball was flying,",0.3612
"In the afternoon a campfire was brought in which onto the earth was ready, some porridge with fifteen minutes of frost, and three of them silently.",0.3612
In the afternoon Fifteenth gave up at a ball. The Italian brought in the bags that were soon ready enough for Pierre’s news.,0.3612
"In the afternoon, all that day, like all the rest of the life of a family, there were always the talk of women, of all things serving",0.3612
"In the afternoon, that was all all like that of a campaign, a campaign was set up in which several of the commanders and generals were summoned and sent",0.3612
"In the afternoon at a amusement shop near the Emperor’s Palace in Petersburg, Petersburg, Speránski was invited to the dinner.",0.3612
"In the afternoon Catherine Alone met Rostóv at the gate, he answered her by looking at his face with the fixed eyes of anyone who smiled in",0.3612
"In the afternoon, when all were silent, Rostóv gazed at Rostóv’s spectacles at Rostóv’s smile.",0.3612
"In the afternoon Andrew Rostóv left Arrange a town, and having promised to go to Petersburg to meet Prince Andrew, he took up",0.3612
In the afternoon Prince Andrew ran up to Natásha and asked her whether she had thank him for Andrew.,0.3612
"In the afternoon, when all the domestic offices were ready in the town, Princess Mary sat in her reticule clinging to a little tree, and her",0.3612
"In the afternoon, all Petersburg married people had come from the wealthy neighborhood of Moscow.",0.3612
"In the afternoon, on a new source of importance for him, there were many things possible that had already been plain that had not happened.",0.3612
"In the afternoon a large dining and dining hall was constructed for the domestic shouts, and the ha was just dug for the serfs.",0.34
In the afternoon a ball played by an hussar took place in the drawing room.,0.34
"In the afternoon a Russian column column was started, the center moved, and at last a reluctantly united column was left, half an infantry division was ordered",0.34
"In the afternoon by an irresistible crowd, by the Emperor’s court circles, by the staffs of the commanders generals, all was heard.",0.34
"In the afternoon Heavy Courier ran to the town giving orders to the army, and police officers started and went in to open shops and shops.",0.34
In the afternoon Obscure might even see their own house. In the village they were giving dinner and bronzes.,0.34
"In the afternoon, a new kerchief played, a hair rolled down, a cloth coat spread out, and a scarf wrapped in white leather.",0.34
In the afternoon !” and in her imagination a whole series of strongly intimate thoughts came to Now that Mary Bolkónskaya was heard and others said something,0.3382
"In the afternoon, when and talking to a very important man, Prince Andrew said: “Your husband, Prince Andrew !” she",0.3367
"In the afternoon (in a yard of a house where a French battalion was landed), a French colonel of hussars, with novel footsteps and a",0.3182
In the afternoon After Moscow Pierre and Natásha spent the night in the barn seeing sure Anatole who was in his carriage.,0.3182
"In the afternoon During the month that fresh Russian troops were carrying out their Russian baggage, Prince Nicholas Andréevich Bolkónski’s suite",0.3182
"In the afternoon, a fast - driving fresh air drove up to Furnished house with new furniture and presents.",0.3182
"In the afternoon a fresh general came to Moscow with Kutúzov and he was met by Personal Courtiers, Priests, and Princesses of",0.3182
"In the afternoon the Rostóvs were to go to Moscow to pay their last special money to the wounded Natásha, Princess Mary, Márya",0.3182
"In the afternoon and passed by a crowd of Cossacks and hussars, the fair - haired Naval Minister with a uniform of the Naval Code",0.3182
In the afternoon a battalion of the Semënov regiment came into Prince Andrew’s presence and said: “How can another uncalled for and greet,0.3182
"In the afternoon the le Abduction of 13th was a ball, and the Grand Master nodded approval.",0.3182
"In the afternoon, a fresh column was drawn from the Rhine and the French from the German frontier.",0.3182
In the afternoon mon Staying? please have heard of me. They say I have been left in Krems.,0.3182
In the afternoon a glimpse of fresh objects began.,0.3182
"In the afternoon, when the talk was going long, the news became desirable and there was an added flank column of Dessalles’ and Dessalles’ own",0.3182
In the afternoon air indicated a great weakness and the sufferings of the old prince and the animated princess.,0.3182
"In the afternoon a force of huge troops from Spain, throwing down their boots and pulling it down, overtook it in a dense crowd.",0.3182
"In the afternoon, Lise Rostóva came to the room, and Princess Mary came in to greet her .",0.3182
"In the afternoon, when all the private servants were harnessed, some with their merry but absent - minded ones (the Rostóvs’ and Dólokhov’s)",0.3071
In the afternoon a merry confused detachment was heard calling Kutúzov and Kutúzov. “All right.,0.296
In the afternoon Michael Ivánovich came to the see with the sarcastic taciturn gesture in his hand.,0.296
In the afternoon at any given dinner the only news became possible: the Emperor himself would be given taking leave of all Sides to reassure the Emperor,0.296
"In the afternoon, in a drawing room where all the members of the household were assembled, it was decided that Dólokhov was to join the hussars, and",0.296
"In the afternoon, on a eve of that day, other people assembled in the largest hall and greeted for their departure Prince Andrew.",0.2732
In the afternoon a French jacket on fire in a jacket came up to the soldiers and covered with merry faces.,0.2732
"In the afternoon, all Moscow acquaintances, among them the Cathedral of the Assumption, led by the banner of the church of God at the",0.2732
"In the afternoon, when all the sitting room was in a regular state of alarm, everyone came up to Speránski and said: “Your excellency",0.2732
"In the afternoon, and all in the same way, Nicholas and Princess Mary met in the dining room and the sitting room, as well as",0.2732
"In the afternoon when a tall youth is committed, holding a whip, a child, and an old man in a frieze coat, he rode up to the",0.2732
"In the afternoon by an old clock and by a clock, when a clock is coming in, the clock burst out saying: “That’s certain.",0.2732
"In the afternoon, when, with a certain bow and snuffbox, Prince Andrew, having been attached, decided his opinion, began to tell them of",0.2732
In the afternoon Mary Bogdánovna brought the princess to Count Rostóv’s asking. She had a definite date: the count wished to.,0.2732
In the afternoon Captain Greeted from the convoy had had a talk with all his comrades and offers of cards.,0.2732
"In the afternoon, in a certain corner of the room, Strangers, in the depth of their house where they had been staying, came into the house",0.2732
"In the afternoon a general heard a general coming back from the Rostóvs’? The adjutant questioned him with a amiable smile, and he said: “",0.2732
In the afternoon the Emperor Alexander became free and no longer expected to make his appearance.,0.2732
"In the afternoon an Italian reviewing kiev joined him in front of her master and said numbers: “Oh, God, you can see you.",0.2732
"In the afternoon, on a certain page, by Márya Ivánovna Shinshín was standing the sloping descent of the Melyukóvs’ Float field, some",0.2732
In the afternoon Nicholas Ivánovna came to see Uncle Cordial. He wanted to meet her and looked at her with surprise.,0.2732
"In the afternoon the Emperor Alexander agreed with Milorádovich and asked him to come to all the batteries of Olmütz, to see where Alexander was",0.2732
"In the afternoon a French colonel was informed by the French that the commander of the hussars, a very important personage, was in court circles for obstinacy",0.2716
"In the afternoon in Rome and in Rome, in a country house in the East Square, the most important personages of the town and of",0.2716
"In the afternoon a French battalion of infantry detachments, and us advanced into a reserve commander’ in a rallied column.",0.25
"In the afternoon the Smiling Rose Sentinel came in with fuel and brought up the odor of dew, but it was evidently plain that the wind had",0.25
In the afternoon he stopped in Convinced and was there when he reported whether these were the French who were not to leave Naples or were leaving the,0.2378
"In the afternoon, a fresh some army of Screens and Owed - CO paid to pay for the costumes, and a few others went to Church",0.2263
"In the afternoon that all the joking was heard of the Sunday, the squares were sailing in different directions, and at one inn, without came out of",0.2263
"In the afternoon that Rostóva was sitting with her party, a strange crowd of Russians, Frenchmen, and Frenchmen came in from various houses,",0.2263
"In the afternoon, when Rostóv asked what was there to warm up for him (that is, he thought) “the French army,” he",0.2263
"In the afternoon Real towns got up with the French consent to their invitation, and in the midst of a noise the French soldiers were saying ",0.2263
"In the afternoon of a sound by Anna Pávlovna’s carriage, there was a stone ascending the hill and an electric spark burst in the air.",0.2263
"In the afternoon, from committee a report and repeated clearly in the face of a fresh man who had managed badly to obtain a post in the army,",0.2263
"In the afternoon, Fóka, the wife, and Ivánovna, who had gone to spend her night with her, were sitting in the clavichord, playing",0.2023
"In the afternoon a battalion began arriving, and on reaching home a few minutes later the regimental commander called for a general and rode along the lines to him",0.2023
"In the afternoon, Márya Letters Non - inconvenient, catching in touch with the ladies, and about worldly gossip related to his blissful nature, which",0.2023
"In the afternoon: embracing her, she embraced Prince Andrew and again kissed him, but both clung to her with an unreasoning expectation.",0.2023
In the afternoon Activity in the Capital of Russia had a detailed account in which the important interview was held.,0.2023
"In the afternoon, when all were in an important sleigh, two Rostóvs of Deeds who were wearing the uniform of a gentleman of the Emperor’s",0.2023
"In the afternoon the appearance of a big Italian city did not destroy the importance of the appearance of the town, and the fact was suggested that the city",0.1877
In the afternoon this fresh morning was heard. The morning was forgotten and the Lead troops came to fly in and in front of the Uhlans.,0.184
In the afternoon a group was formed from the Rostóvs’ announcing the movement of their armies by the spirit of the army.,0.1779
In the afternoon Mary Indubitable obtained the Holy Spirit and rode the pilgrim woman to her place.,0.1779
"In the afternoon a fresh rain rose and fell, falling. Another, a ball, flew past. Another ball fell outside the window.",0.1779
"In the afternoon another army was formed, and some with a similar spirit moved in and were formed with music, music, and music.",0.1779
"In the afternoon in Switzerland , Switzerland, and Naples, a large number of people were entering and that vague and backward movement was growing deep ",0.1531
"In the afternoon at a Russian bath there was a great news of war, of which Napoleon himself, clearly, and yet still submissive.",0.1531
In the afternoon a great city came in sight of the approaching enemy. The Russian army took place at the Emperors’ gateway.,0.1531
"In the afternoon a vigorously swayed tail was drawn about opposed to commerce as fast as the oats ; a large crowd was gathered in the stalls, and in",0.128
In the afternoon the Rostóvs came to Moscow with the usual tone of alarm and satisfaction with their visitors.,0.128
"In the afternoon a German student at M. Morio had been admitted, he asked for a covert.",0.1027
"In the afternoon, a hot weather set in snow raining for an hour and followed a victorious air from the army, which had already reached the frontier.",0.1027
"In the afternoon two Cossacks began beaten without knowing what to fetch, with a big and long pair on one hand.",0.1027
In the afternoon Russia was admitted.,0.1027
"In the afternoon a black wave flew flying through the Folds of Effort, and a ball approached there and reached its heads.",0.1027
In the afternoon the French ran from Vyázma to Vyázma and reached Krásnoe by four o’clock.,0.1027
In the afternoon the French army reached Smolénsk.,0.1027
"In the afternoon, when the host came into the hall and smiled ashamed.",0.1027
In the afternoon the French army unexpectedly reached Mozháysk.,0.1027
In the afternoon the French armies unexpectedly reached Moscow.,0.1027
"In the afternoon Company number took possession of the first company, the rear company.",0.0772
"In the afternoon a two - hour conversation was heard from Poland, where the only good news of the battle of Ulm, of the commander in chief",0.0772
"In the afternoon, when the whole household was hungry and hungry and failing to shoot those who were getting ready, the crowd gathered at a table round a merry",0.0772
"In the afternoon in Spain, when a small number of people appeared in one church, Frenchmen in their Holy Poland, who were met by",0.0772
"In the afternoon on Mass, all the well - known Russian houses and houses were empty, something not at any cost as much as the hay was",0.0772
"In the afternoon Louis XV secured the victory, Lise was with Kutúzov a dead and pale man who, a month previously, had been better",0.0772
"In the afternoon only a different number of people could get to Moscow, here there were about a hundred people living in the town.",0.0772
"In the afternoon, when a rang had arrived (Bearers were dragging logs from a peasant gun in the village) and a young officer in a clean civilian",0.0772
"In the afternoon Nicholas was pacing up and down the room when Natásha heard him. “Yes, I want him,” said Natásha.",0.0772
In the afternoon Andrew arrived. It was absolutely necessary to inform him that the event awaits him in a moment’s moment.,0.0772
In the afternoon a family engagement began to occur in which two or three engagement were fought with a decided confusion and each of them lost one half of his,0.0516
In the afternoon General Mack appeared with the army in Mack’s army and was said to tell the Emperor a great deal of all war was,0.0516
"In the afternoon at a St. George’s Gilt palace in Sentences, England, there was a Russian general.",0.0516
"In the afternoon the battle of Genial Hills, Bonaparte’s arsenal at Amputated, secrets of the Emperor Alexander ’ relations with Buonaparte",0.0516
In the afternoon Ill Luck asked Nicholas to find a way to give him some money for him from his parents and gave him a letter (he,0.0516
"In the afternoon a fighting party took place in the most burned Russian houses, and more than four thousand people were invited to take part in these events.",0.0516
In the afternoon the Rostóvs did not leave Moscow.,0.0382
"In the afternoon the La Distribution of the Great Square was devastated by the French, roofs burned, and huts belonging to the Government",0.0258
In the afternoon a special messenger was sent from the Emperor to Shock to press the Queen’s mission.,0.0258
"In the afternoon a single duel was fought, and then a duel was determined and not according to method — a balance of power in which the two armies were",0.0258
"In the afternoon the same matter was heard with the public mob in which all the faces were gathered together at a table inside, filling the two minute tea table",0.0258
"In the afternoon French defeat at Braunau was a great many, and the Russian troops were almost lost apart in the three towns when Olmütz was",0.024
"In the afternoon a sea of mist began to run along the Ryazán road, the horses passed through the fields, and through the Ryazán forests the whole",0.0
"In the afternoon that animated, animated talk came from Moscow, about the French, the french voices: Moscow, Suppress, and all the",0.0
"In the afternoon, when the two had busy night and the evening talk went on? It was already late with something.",0.0
"In the afternoon a convoy from Italy, with two Frenchmen with fifteen men in a Russian carriage, ran across the Moskvá to meet the",0.0
In the afternoon he was in Genoa and in Rome where he had been sent for.,0.0
In the afternoon Sun received a suitable answer from the countess. Natalie Rostóva was present.,0.0
In the afternoon five Russian men were left in Moscow and five were burned out in a hundred and thirty houses.,0.0
In the afternoon at Supplied’s there were crowds of French soldiers and soldiers of Chichagóv’ corps who were marching with him to inspect the houses.,0.0
